1 1 2.298782e-04
1 2 -4.759365e-05
1 3 1.247967e-06
1 4 -8.795318e-07
1 5 5.386078e-08
1 6 1.815917e-09
1 7 -1.842127e-09
1 8 -1.732841e-11
1 9 -9.401679e-10
1 10 -6.809247e-11
1 11 5.060109e-11
1 12 2.881978e-11
1 13 -5.599471e-12
1 14 2.654519e-13
1 15 -4.827117e-14
1 16 1.193832e-14
1 17 3.911746e-15
1 18 -3.546831e-16
1 19 -4.112327e-16
1 20 4.150594e-17
1 21 -4.856126e-18
1 22 -5.469066e-19
1 23 1.145366e-18
1 24 -5.381854e-18
1 25 1.566700e-17
1 26 -6.468521e-18
1 27 1.771760e-18
1 28 -5.026982e-19
1 29 1.415572e-19
1 30 -4.271151e-20
1 31 1.349625e-20
1 32 -4.399130e-21
1 33 1.399462e-21
1 34 -4.734871e-22
1 35 1.428748e-22
2 1 -4.759365e-05
2 2 2.647908e-04
2 3 -5.013584e-05
2 4 2.430016e-06
2 5 -9.115731e-07
2 6 4.583868e-08
2 7 7.379717e-09
2 8 -3.923557e-09
2 9 3.747924e-10
2 10 -5.063455e-10
2 11 1.167516e-10
2 12 -2.998810e-10
2 13 6.433002e-11
2 14 -2.846122e-12
2 15 6.228155e-13
2 16 -7.380872e-14
2 17 7.953916e-15
2 18 6.676802e-15
2 19 1.610412e-15
2 20 -2.088687e-15
2 21 4.272539e-15
2 22 -8.068768e-16
2 23 7.562681e-17
2 24 3.928372e-17
2 25 -1.589536e-16
2 26 6.565841e-17
2 27 -1.805822e-17
2 28 5.132068e-18
2 29 -1.440009e-18
2 30 4.309008e-19
2 31 -1.360585e-19
2 32 4.435328e-20
2 33 -1.410330e-20
2 34 4.774521e-21
2 35 -1.440441e-21
3 1 1.247967e-06
3 2 -5.013584e-05
3 3 2.784891e-04
3 4 -5.266612e-05
3 5 2.623362e-06
3 6 -8.917473e-07
3 7 3.452650e-08
3 8 1.422498e-08
3 9 -4.694411e-09
3 10 -9.499960e-10
3 11 -7.005032e-10
3 12 2.767531e-10
3 13 2.268740e-11
3 14 -2.290246e-12
3 15 2.336120e-13
3 16 -1.432279e-14
3 17 5.609535e-14
3 18 -6.531588e-15
3 19 -1.945897e-15
3 20 2.966619e-15
3 21 -1.452829e-14
3 22 2.824291e-15
3 23 -3.040737e-16
3 24 4.187025e-17
3 25 3.540348e-17
3 26 -1.427948e-17
3 27 4.216254e-18
3 28 -1.237136e-18
3 29 3.356679e-19
3 30 -9.059661e-20
3 31 2.840330e-20
3 32 -9.314026e-21
3 33 2.948203e-21
3 34 -1.005485e-21
3 35 3.028224e-22
4 1 -8.795318e-07
4 2 2.430016e-06
4 3 -5.266612e-05
4 4 2.919604e-04
4 5 -5.440676e-05
4 6 2.707177e-06
4 7 -9.508034e-07
4 8 4.030287e-08
4 9 4.099732e-09
4 10 -1.234843e-09
4 11 -1.665495e-09
4 12 -1.535658e-10
4 13 -4.701781e-11
4 14 9.565409e-11
4 15 -5.248685e-12
4 16 -6.943829e-13
4 17 7.435396e-13
4 18 -2.041384e-13
4 19 2.630424e-14
4 20 1.857895e-15
4 21 -3.974232e-14
4 22 7.558098e-15
4 23 -7.946170e-16
4 24 2.138506e-16
4 25 -1.537622e-16
4 26 6.421535e-17
4 27 -1.673689e-17
4 28 4.616769e-18
4 29 -1.350772e-18
4 30 4.390850e-19
4 31 -1.397801e-19
4 32 4.551287e-20
4 33 -1.452313e-20
4 34 4.890171e-21
4 35 -1.477646e-21
5 1 5.386078e-08
5 2 -9.115731e-07
5 3 2.623362e-06
5 4 -5.440676e-05
5 5 2.894631e-04
5 6 -5.563631e-05
5 7 2.931207e-06
5 8 -9.279324e-07
5 9 6.222009e-08
5 10 7.907855e-10
5 11 -2.286134e-10
5 12 -3.337596e-10
5 13 -1.576931e-10
5 14 -2.072786e-10
5 15 6.588623e-11
5 16 -2.290740e-12
5 17 -1.666815e-12
5 18 3.589092e-13
5 19 -9.109261e-15
5 20 -1.220276e-13
5 21 9.154708e-13
5 22 -1.788140e-13
5 23 1.927957e-14
5 24 -3.571796e-15
5 25 -1.910102e-17
5 26 -6.879980e-18
5 27 -1.796009e-17
5 28 7.984875e-18
5 29 -1.444851e-18
5 30 -2.274844e-19
5 31 8.433867e-20
5 32 -2.406031e-20
5 33 8.435901e-21
5 34 -2.362192e-21
5 35 7.477511e-22
6 1 1.815917e-09
6 2 4.583868e-08
6 3 -8.917473e-07
6 4 2.707177e-06
6 5 -5.563631e-05
6 6 2.991836e-04
6 7 -5.816128e-05
6 8 3.164718e-06
6 9 -9.347127e-07
6 10 7.148346e-08
6 11 2.489970e-09
6 12 -3.413529e-09
6 13 -6.646804e-10
6 14 -7.622938e-10
6 15 9.135390e-11
6 16 -9.842305e-12
6 17 5.359980e-11
6 18 -1.240242e-11
6 19 1.241053e-12
6 20 2.881450e-13
6 21 -3.115895e-12
6 22 6.083716e-13
6 23 -6.625660e-14
6 24 1.132218e-14
6 25 1.852870e-15
6 26 -6.738244e-16
6 27 2.513644e-16
6 28 -8.065100e-17
6 29 1.937086e-17
6 30 -3.477120e-18
6 31 1.036584e-18
6 32 -3.463556e-19
6 33 1.066758e-19
6 34 -3.785301e-20
6 35 1.128010e-20
7 1 -1.842127e-09
7 2 7.379717e-09
7 3 3.452650e-08
7 4 -9.508034e-07
7 5 2.931207e-06
7 6 -5.816128e-05
7 7 3.094255e-04
7 8 -5.888745e-05
7 9 3.308212e-06
7 10 -1.001786e-06
7 11 6.089554e-08
7 12 4.446056e-09
7 13 -3.994442e-09
7 14 -3.024464e-10
7 15 -8.383809e-10
7 16 3.516209e-10
7 17 -4.434472e-10
7 18 1.192364e-10
7 19 -1.144276e-11
7 20 -6.601363e-12
7 21 5.806792e-11
7 22 -1.135507e-11
7 23 1.225193e-12
7 24 -2.239724e-13
7 25 6.303339e-15
7 26 -4.054239e-15
7 27 -1.326228e-16
7 28 2.146730e-16
7 29 -3.258704e-18
7 30 -4.227680e-17
7 31 1.437069e-17
7 32 -4.500007e-18
7 33 1.491125e-18
7 34 -4.723981e-19
7 35 1.450122e-19
8 1 -1.732841e-11
8 2 -3.923557e-09
8 3 1.422498e-08
8 4 4.030287e-08
8 5 -9.279324e-07
8 6 3.164718e-06
8 7 -5.888745e-05
8 8 3.032032e-04
8 9 -6.165361e-05
8 10 3.594924e-06
8 11 -9.030448e-07
8 12 8.412179e-08
8 13 2.377536e-09
8 14 -3.980756e-09
8 15 -5.068482e-10
8 16 6.457183e-11
8 17 4.944176e-10
8 18 4.217473e-11
8 19 -2.954299e-11
8 20 4.684958e-11
8 21 -3.005902e-10
8 22 5.863043e-11
8 23 -6.352126e-12
8 24 1.153519e-12
8 25 -5.748441e-14
8 26 3.082523e-14
8 27 -1.940467e-15
8 28 -3.551869e-16
8 29 -1.313278e-16
8 30 2.525263e-16
8 31 -8.348657e-17
8 32 2.584957e-17
8 33 -8.479698e-18
8 34 2.711780e-18
8 35 -8.285858e-19
9 1 -9.401679e-10
9 2 3.747924e-10
9 3 -4.694411e-09
9 4 4.099732e-09
9 5 6.222009e-08
9 6 -9.347127e-07
9 7 3.308212e-06
9 8 -6.165361e-05
9 9 3.229303e-04
9 10 -6.274773e-05
9 11 3.496393e-06
9 12 -1.011723e-06
9 13 9.289562e-08
9 14 -2.441378e-09
9 15 -2.906251e-09
9 16 1.737215e-10
9 17 -1.425223e-09
9 18 -3.561561e-10
9 19 2.687389e-10
9 20 -5.372930e-11
9 21 6.744368e-11
9 22 -1.248572e-11
9 23 1.342838e-12
9 24 -1.776267e-13
9 25 -1.638955e-13
9 26 6.482214e-14
9 27 -1.904477e-14
9 28 5.631329e-15
9 29 -1.697937e-15
9 30 4.951326e-16
9 31 -1.594345e-16
9 32 5.330808e-17
9 33 -1.703591e-17
9 34 5.772484e-18
9 35 -1.746541e-18
10 1 -6.809247e-11
10 2 -5.063455e-10
10 3 -9.499960e-10
10 4 -1.234843e-09
10 5 7.907855e-10
10 6 7.148346e-08
10 7 -1.001786e-06
10 8 3.594924e-06
10 9 -6.274773e-05
10 10 3.125981e-04
10 11 -6.327513e-05
10 12 3.963770e-06
10 13 -1.007434e-06
10 14 8.020713e-08
10 15 -7.220257e-09
10 16 -5.739243e-09
10 17 -1.688160e-09
10 18 -2.591366e-13
10 19 -3.582508e-10
10 20 2.029507e-10
10 21 -3.260137e-11
10 22 3.837306e-12
10 23 -7.117614e-14
10 24 -8.932236e-13
10 25 2.677520e-12
10 26 -1.114587e-12
10 27 3.037652e-13
10 28 -8.590695e-14
10 29 2.420259e-14
10 30 -7.263541e-15
10 31 2.295028e-15
10 32 -7.481876e-16
10 33 2.378824e-16
10 34 -8.052945e-17
10 35 2.429598e-17
11 1 5.060109e-11
11 2 1.167516e-10
11 3 -7.005032e-10
11 4 -1.665495e-09
11 5 -2.286134e-10
11 6 2.489970e-09
11 7 6.089554e-08
11 8 -9.030448e-07
11 9 3.496393e-06
11 10 -6.327513e-05
11 11 3.158564e-04
11 12 -6.801975e-05
11 13 4.553629e-06
11 14 -9.402770e-07
11 15 8.352682e-08
11 16 -1.500634e-08
11 17 -4.262629e-09
11 18 -4.792461e-10
11 19 2.927101e-10
11 20 -6.197377e-10
11 21 1.757468e-10
11 22 -1.876549e-11
11 23 1.920598e-12
11 24 2.696825e-12
11 25 -8.371563e-12
11 26 3.477397e-12
11 27 -9.507041e-13
11 28 2.682705e-13
11 29 -7.545457e-14
11 30 2.255145e-14
11 31 -7.117265e-15
11 32 2.320613e-15
11 33 -7.374568e-16
11 34 2.497385e-16
11 35 -7.533772e-17
12 1 2.881978e-11
12 2 -2.998810e-10
12 3 2.767531e-10
12 4 -1.535658e-10
12 5 -3.337596e-10
12 6 -3.413529e-09
12 7 4.446056e-09
12 8 8.412179e-08
12 9 -1.011723e-06
12 10 3.963770e-06
12 11 -6.801975e-05
12 12 3.430181e-04
12 13 -7.329104e-05
12 14 4.810266e-06
12 15 -8.810926e-07
12 16 1.053688e-07
12 17 -1.451985e-08
12 18 -6.040806e-09
12 19 -1.346034e-09
12 20 1.480289e-09
12 21 -4.197814e-10
12 22 4.950042e-11
12 23 8.053804e-12
12 24 -6.167341e-11
12 25 1.821919e-10
12 26 -7.535920e-11
12 27 2.063303e-11
12 28 -5.851008e-12
12 29 1.645402e-12
12 30 -4.955967e-13
12 31 1.565481e-13
12 32 -5.101415e-14
12 33 1.622566e-14
12 34 -5.490587e-15
12 35 1.656645e-15
13 1 -5.599471e-12
13 2 6.433002e-11
13 3 2.268740e-11
13 4 -4.701781e-11
13 5 -1.576931e-10
13 6 -6.646804e-10
13 7 -3.994442e-09
13 8 2.377536e-09
13 9 9.289562e-08
13 10 -1.007434e-06
13 11 4.553629e-06
13 12 -7.329104e-05
13 13 3.535099e-04
13 14 -7.704947e-05
13 15 5.335657e-06
13 16 -1.009155e-06
13 17 8.991920e-08
13 18 -6.301614e-09
13 19 -7.548872e-09
13 20 -1.617838e-09
13 21 4.378382e-10
13 22 2.030705e-10
13 23 -1.230480e-10
13 24 4.918861e-10
13 25 -1.412793e-09
13 26 5.836606e-10
13 27 -1.598705e-10
13 28 4.533411e-11
13 29 -1.275121e-11
13 30 3.843459e-12
13 31 -1.213994e-12
13 32 3.956109e-13
13 33 -1.258334e-13
13 34 4.257784e-14
13 35 -1.284705e-14
14 1 2.654519e-13
14 2 -2.846122e-12
14 3 -2.290246e-12
14 4 9.565409e-11
14 5 -2.072786e-10
14 6 -7.622938e-10
14 7 -3.024464e-10
14 8 -3.980756e-09
14 9 -2.441378e-09
14 10 8.020713e-08
14 11 -9.402770e-07
14 12 4.810266e-06
